,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
506,Eunan O'Kane ,Midfielder,16,,,9,67%,,1,8,13,3,,29,28,37,10,3,6,,2,1,379,23.69,0,1,0%,4,31,2,0,6,1,0,0,0,0,0,0.00,0,0,6,2,33%,1,,,,,,,,
507,Gary O'Neil ,Midfielder,27,,,41,68%,,5,36,30,14,,140,91,122,12,24,25,,0,0,943,34.93,1,44,18%,0,90,7,1,40,0,0,0,0,0,0,0.00,0,0,11,0,0%,1,,,,,,,,
508,John O'Shea ,Defender,28,1,37,32,63%,0,2,39,183,90,0,68,92,44,0,51,17,0,0,0,590,21.07,1,0,0%,0,46,2,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,
509,Gabriel Obertan ,Midfielder,5,,,6,83%,,0,4,4,2,,19,13,22,1,4,5,,0,1,97,19.40,0,10,20%,0,2,1,0,2,3,0,0,0,0,0,0.00,0,0,3,2,67%,0,,,,,,,,
510,Pedro Obiang ,Midfielder,24,,,42,74%,,3,36,21,10,,80,95,76,13,31,18,,0,1,476,19.83,1,4,25%,1,27,2,0,20,0,0,0,0,0,0,0.00,0,0,8,1,13%,0,,,,,,,,
511,Peter Odemwingie ,Forward,5,,,3,,,1,2,1,0,,,,,,,,,,0,49,9.80,0,7,,,,0,0,3,1,0,0,0,0,0,0.00,0,0,2,0,0%,0,,,,,,,,
512,Vadis Odjidja-Ofoe ,Midfielder,10,,,9,78%,,1,3,5,3,,19,22,33,6,4,6,,0,2,135,13.50,0,12,17%,0,3,2,0,5,0,0,0,0,0,0,0.00,0,0,3,1,33%,0,,,,,,,,
513,Angelo Ogbonna ,Defender,28,9,32,43,79%,0,2,50,161,88,0,116,127,67,8,62,31,0,1,0,945,33.75,0,1,100%,0,78,5,0,21,0,0,0,0,0,0,,,,,,,,,,,,,,,
514,Sheyi Ojo ,Midfielder,8,,,9,78%,,3,2,1,0,,26,32,31,13,2,6,,1,3,140,17.50,2,19,21%,0,3,0,0,3,0,0,0,0,0,0,0.00,0,0,5,1,20%,0,,,,,,,,
515,Shinji Okazaki ,Forward,36,,,37,,,12,15,6,3,,,,,,,,,,0,542,15.06,2,9,,,,1,0,31,8,5,1,3,1,2,0.14,0,0,46,12,26%,7,,,,,,,,
516,Jores Okore ,Defender,12,3,18,37,65%,0,0,28,83,30,1,47,66,36,3,18,16,0,0,0,330,27.50,0,0,0%,0,37,1,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,
517,Ola Aina ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
518,Olufela Olomola ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
519,Martin Olsson ,Defender,24,3,35,26,77%,1,0,25,66,30,0,80,77,74,6,27,21,0,1,2,479,19.96,1,72,17%,0,34,2,0,18,0,1,0,0,1,0,,,,,,,,,,,,,,,
520,Andre Olukanmi ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
521,Kenneth Omeruo ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
522,Josh Onomah ,Midfielder,8,,,4,100%,,0,1,0,0,,3,5,4,1,0,1,,0,0,44,5.50,0,4,0%,0,0,0,0,1,0,0,0,0,0,0,0.00,0,0,3,2,67%,0,,,,,,,,
523,Divock Origi ,Forward,16,,,5,,,7,0,1,0,,,,,,,,,,1,164,10.25,0,14,,,,0,0,11,10,5,2,3,0,1,0.31,0,0,24,12,50%,3,,,,,,,,
524,Oscar ,Midfielder,27,,,62,84%,,20,13,21,5,,102,134,138,25,12,22,,0,3,"1,040",38.52,3,38,26%,6,63,4,0,18,2,3,0,3,0,0,0.11,1,1,52,16,31%,4,,,,,,,,
525,Leon Osman ,Midfielder,9,,,3,33%,,0,1,1,1,,13,9,20,0,1,7,,0,0,142,15.78,0,4,0%,0,4,0,0,2,0,0,0,0,0,0,0.00,0,0,3,0,0%,0,,,,,,,,
526,David Ospina ,Goalkeeper,4,2,5,,,,,,,,,,,,,,,0,0,0,110,27.50,,,,,35,0,0,0,,0,,,,,,,,,,,,17,0,1,3,2,3,16,29
527,Nicolás Otamendi ,Defender,30,11,35,90,67%,1,8,104,209,118,2,190,219,129,11,90,49,0,0,0,"1,569",52.30,0,1,0%,0,97,9,0,31,0,1,1,0,0,0,,,,,,,,,,,,,,,
528,Obbi Oularé ,Forward,2,,,0,,,0,0,0,0,,,,,,,,,,0,3,1.50,0,0,,,,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
529,Bryan Oviedo ,Defender,14,3,18,41,83%,0,1,20,34,11,0,53,64,61,8,3,14,0,0,1,432,30.86,2,42,26%,1,24,0,0,17,1,0,0,0,0,0,,,,,,,,,,,,,,,
530,Reece Oxford ,Midfielder,7,,,8,63%,,1,6,8,2,,7,12,7,0,3,2,,0,0,52,7.43,0,0,0%,0,2,0,0,1,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
531,Alex Oxlade-Chamberlain ,Midfielder,22,,,23,74%,,10,12,9,2,,58,81,71,36,9,10,,1,0,439,19.95,3,43,21%,5,26,0,0,11,2,1,0,1,0,2,0.05,0,0,23,5,22%,1,,,,,,,,
532,Mesut Özil ,Midfielder,35,,,35,77%,,17,22,10,4,,147,127,171,46,4,15,,0,19,"2,276",65.03,28,228,41%,42,53,4,0,20,15,6,0,1,5,3,0.17,0,0,47,20,43%,8,,,,,,,,
533,Paddy McCarthy ,Defender,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
534,Lewis Page ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
535,Kasey Palmer ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
536,Alberto Paloschi ,Forward,10,,,7,,,5,7,4,3,,,,,,,,,,0,199,19.90,1,5,,,,2,0,17,6,2,0,2,0,1,0.20,0,0,15,7,47%,3,,,,,,,,
537,Harry Panayiotou ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
538,Costel Pantilimon ,Goalkeeper,17,3,33,,,,,,,,,,,,,,,0,2,0,497,29.24,,,,,148,3,0,2,,0,,,,,,,,,,,,71,0,6,23,7,22,60,152
539,Juan Carlos Paredes ,Defender,17,1,12,15,73%,0,0,16,13,4,0,51,35,43,9,2,3,0,0,0,264,15.53,0,29,24%,0,18,1,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,
540,Djair Parfitt-Williams ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
541,Mario Pasalic ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
542,Josh Pask ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
543,Dimitri Payet ,Midfielder,30,,,24,67%,,18,23,2,2,,150,132,148,67,2,10,,1,12,"1,269",42.30,16,290,32%,19,76,3,0,13,3,9,0,9,0,2,0.30,0,2,69,28,41%,1,,,,,,,,
544,Pedro ,Forward,29,,,37,,,20,23,5,2,,,,,,,,,,2,971,33.48,5,83,,,,3,0,23,5,7,0,2,5,1,0.24,0,0,57,16,28%,4,,,,,,,,
545,Graziano Pellè ,Forward,30,,,13,,,16,10,30,18,,,,,,,,,,6,872,29.07,6,19,,,,6,0,40,16,11,5,5,1,2,0.37,0,0,81,25,31%,4,,,,,,,,
546,Adalberto Peñaranda ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
547,Matthew Pennington ,Defender,4,0,7,1,100%,1,0,7,17,7,1,26,11,6,3,7,2,0,0,0,169,42.25,0,1,0%,0,9,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
548,Ayoze Pérez ,Forward,34,,,56,,,13,28,13,6,,,,,,,,,,2,588,17.29,4,73,,,,4,0,35,5,6,0,5,1,0,0.18,0,0,50,16,32%,3,,,,,,,,
549,Stipe Perica ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
550,Philippe Coutinho ,Midfielder,26,,,35,83%,,43,17,7,1,,127,116,155,49,5,23,,0,5,"1,092",42.00,9,57,18%,15,58,2,1,10,5,8,0,7,1,3,0.31,0,0,111,30,27%,3,,,,,,,,
551,Jordan Pickford ,Goalkeeper,2,0,6,,,,,,,,,,,,,,,0,0,0,70,35.00,,,,,21,0,0,0,,0,,,,,,,,,,,,11,0,1,8,1,2,7,22
552,Steven Pienaar ,Midfielder,4,,,0,0%,,1,4,3,1,,7,8,10,3,2,2,,0,0,77,19.25,0,3,33%,0,4,0,0,1,0,0,0,0,0,0,0.00,0,0,2,0,0%,0,,,,,,,,
553,Erik Pieters ,Defender,35,10,45,116,78%,0,2,95,93,36,0,200,219,159,8,47,44,0,1,1,"1,504",42.97,3,103,13%,1,60,10,0,58,0,0,0,0,0,0,,,,,,,,,,,,,,,
554,Alex Pike ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
555,Sébastien Pocognoli ,Defender,1,0,0,0,0%,0,0,1,3,2,0,3,2,2,0,2,1,0,0,1,19,19.00,0,3,67%,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
556,Regan Poole ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
557,Nick Powell ,Midfielder,1,,,0,0%,,0,0,0,0,,0,1,3,0,1,3,,0,0,2,2.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
558,Diego Poyet ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
559,Alex Pritchard ,Midfielder,3,,,4,75%,,0,0,0,0,,9,7,7,2,0,0,,0,0,25,8.33,0,3,0%,1,0,0,0,2,0,0,0,0,0,0,0.00,0,0,2,0,0%,0,,,,,,,,
560,Sebastian Prödl ,Defender,21,5,28,23,91%,0,1,64,93,26,1,56,57,59,0,29,24,0,0,0,509,24.24,0,1,100%,0,58,5,0,23,0,2,1,0,1,0,,,,,,,,,,,,,,,
561,Daniel Pudil ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
562,Marc Pugh ,Midfielder,26,,,32,75%,,5,16,13,6,,69,106,129,32,14,31,,0,2,501,19.27,1,45,16%,1,18,1,0,10,1,3,0,3,0,1,0.12,0,0,22,11,50%,2,,,,,,,,
563,Jason Puncheon ,Midfielder,31,,,54,83%,,18,28,14,4,,219,141,173,46,13,16,,0,3,"1,240",40.00,4,151,32%,5,65,3,0,34,5,2,0,0,2,0,0.06,0,0,54,14,26%,4,,,,,,,,
564,Ramires ,Midfielder,12,,,23,61%,,3,14,7,1,,41,52,79,6,9,18,,0,0,309,25.75,0,5,0%,2,17,1,0,21,1,2,1,1,0,0,0.17,0,0,10,5,50%,1,,,,,,,,
565,Gastón Ramírez ,Midfielder,3,,,2,100%,,0,1,1,0,,2,5,3,2,1,0,,0,1,15,5.00,1,5,0%,1,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
566,Aaron Ramsey ,Midfielder,31,,,78,76%,,23,56,20,8,,248,190,229,39,27,26,,0,4,"2,154",69.48,3,50,24%,20,58,4,0,47,5,5,0,5,0,2,0.16,0,0,69,21,30%,9,,,,,,,,
567,Connor Randall ,Defender,3,0,3,3,67%,0,1,3,0,0,0,8,6,12,0,2,3,0,0,0,82,27.33,0,1,0%,0,5,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
568,Darren Randolph ,Goalkeeper,6,2,12,,,,,,,,,,,,,,,0,1,0,164,27.33,,,,,55,0,0,0,,0,,,,,,,,,,,,12,0,0,7,1,4,25,46
569,Mathias Ranégie ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
570,Angel Rangel ,Defender,23,4,29,43,84%,0,3,59,72,31,0,120,106,79,13,36,25,0,0,0,"1,278",55.57,0,47,23%,0,65,6,0,19,2,0,0,0,0,1,,,,,,,,,,,,,,,
571,Tokelo Rantie ,Forward,3,,,3,,,1,0,0,0,,,,,,,,,,0,11,3.67,0,1,,,,0,0,3,1,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
572,Marcus Rashford ,Forward,11,,,7,,,7,2,9,3,,,,,,,,,,2,199,18.09,1,6,,,,0,0,5,4,5,1,4,0,0,0.45,0,0,16,8,50%,3,,,,,,,,
573,Nathan Redmond ,Midfielder,35,,,31,81%,,16,15,10,5,,114,126,182,59,7,32,,0,3,974,27.83,4,123,19%,3,27,0,0,29,6,6,0,6,0,5,0.17,0,0,54,17,31%,3,,,,,,,,
574,Harrison Reed ,Midfielder,1,,,1,100%,,0,0,0,0,,1,2,2,0,1,1,,0,0,9,9.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
575,Winston Reid ,Defender,24,6,38,45,82%,0,4,76,154,76,0,109,123,66,2,50,28,1,0,1,833,34.71,0,2,0%,0,90,5,0,23,0,1,1,0,0,2,,,,,,,,,,,,,,,
576,Jeff Reine-Adélaïde ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
577,Loïc Rémy ,Forward,13,,,0,,,3,1,4,4,,,,,,,,,,0,101,7.77,0,4,,,,0,0,1,5,1,1,0,0,0,0.08,0,0,13,5,38%,1,,,,,,,,
578,Micah Richards ,Defender,24,3,53,42,81%,0,1,61,142,84,0,109,156,67,28,61,22,1,1,1,717,29.88,0,2,50%,1,38,3,0,16,0,1,1,0,0,0,,,,,,,,,,,,,,,
579,Kieran Richardson ,Defender,11,0,20,18,67%,0,1,12,20,8,0,42,35,50,4,9,9,0,0,1,269,24.45,0,21,10%,1,14,4,0,18,0,0,0,0,0,0,,,,,,,,,,,,,,,
580,Joe Riley ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
581,Matt Ritchie ,Midfielder,37,,,54,72%,,31,48,32,7,,202,149,192,19,23,46,,0,6,"1,429",38.62,5,204,22%,4,92,5,0,41,4,4,1,0,3,1,0.11,0,0,77,17,22%,2,,,,,,,,
582,Emmanuel Rivière ,Forward,3,,,3,,,1,0,0,0,,,,,,,,,,0,19,6.33,0,2,,,,0,0,2,0,0,0,0,0,0,0.00,0,0,3,0,0%,0,,,,,,,,
583,Roberto Firmino ,Forward,31,,,67,,,17,16,12,7,,,,,,,,,,7,998,32.19,9,38,,,,1,0,29,15,10,1,6,3,4,0.32,0,0,63,25,40%,6,,,,,,,,
584,Patrick Roberts ,Midfielder,1,,,0,0%,,0,0,0,0,,0,1,0,0,0,0,,0,0,3,3.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
585,Antonee Robinson ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
586,Joel Robles ,Goalkeeper,13,3,20,,,,,,,,,,,,,,,0,2,0,421,32.38,,,,,92,1,0,0,,0,,,,,,,,,,,,46,0,5,22,5,8,55,133
587,Joe Rodon ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
588,Jay Rodriguez ,Forward,12,,,5,,,4,2,2,2,,,,,,,,,,0,94,7.83,0,4,,,,1,0,4,3,0,0,0,0,0,0.00,0,0,17,6,35%,2,,,,,,,,
589,Jack Rodwell ,Midfielder,22,,,25,88%,,6,14,17,5,,53,63,55,6,25,18,,0,0,446,20.27,1,6,0%,2,17,5,0,17,2,1,0,0,1,1,0.05,0,0,25,7,28%,3,,,,,,,,
590,Marcos Rojo ,Defender,16,5,11,43,74%,0,3,28,32,14,0,88,89,73,4,30,24,0,0,1,700,43.75,1,53,21%,0,26,3,0,20,1,0,0,0,0,0,,,,,,,,,,,,,,,
591,Sergio Romero ,Goalkeeper,4,3,2,,,,,,,,,,,,,,,0,0,0,115,28.75,,,,,22,0,0,0,,0,,,,,,,,,,,,7,0,0,6,1,3,24,17
592,Oriol Romeu ,Midfielder,29,,,77,74%,,6,39,31,9,,124,132,111,16,25,28,,0,0,833,28.72,1,1,0%,3,59,7,0,28,0,1,0,1,0,0,0.03,0,0,28,8,29%,1,,,,,,,,
593,Rafael Romo ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
594,Salomón Rondón ,Forward,34,,,9,,,17,14,45,27,,,,,,,,,,2,630,18.53,2,32,,,,1,1,35,26,9,4,3,1,1,0.26,0,0,71,21,30%,7,,,,,,,,
595,Rony Lopes ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
596,Wayne Rooney ,Forward,28,,,29,,,19,9,15,7,,,,,,,,,,6,"1,144",40.86,6,51,,,,4,0,28,15,8,0,7,1,0,0.29,1,0,72,25,35%,3,,,,,,,,
597,Danny Rose ,Defender,24,8,19,67,84%,0,8,39,79,48,0,146,160,121,28,23,20,0,1,3,"1,062",44.25,6,88,14%,1,49,7,0,41,1,1,0,0,1,0,,,,,,,,,,,,,,,
598,Tomas Rosicky ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
599,Jordan Rossiter ,Midfielder,1,,,1,100%,,0,1,1,0,,0,1,2,0,0,0,,0,0,5,5.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
600,Joe Rothwell ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
601,Wayne Routledge ,Midfielder,28,,,23,87%,,5,12,9,3,,102,67,140,16,5,34,,0,1,651,23.25,1,67,15%,3,21,3,0,30,7,2,0,2,0,0,0.07,0,0,18,9,50%,2,,,,,,,,
602,Declan Rudd ,Goalkeeper,11,2,23,,,,,,,,,,,,,,,0,0,0,295,26.82,,,,,86,2,0,2,,0,,,,,,,,,,,,34,0,7,15,0,5,37,97
603,John Ruddy ,Goalkeeper,27,3,44,,,,,,,,,,,,,,,0,4,0,772,28.59,,,,,220,0,0,0,,0,,,,,,,,,,,,69,0,13,43,9,22,121,248
604,Bacary Sagna ,Defender,28,11,26,50,66%,0,1,50,99,55,0,126,155,112,5,86,57,0,0,3,"1,587",56.68,3,74,26%,2,52,4,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,
605,Henri Saivet ,Midfielder,4,,,13,69%,,0,5,2,0,,20,16,16,1,1,6,,0,0,82,20.50,0,0,0%,0,4,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
606,Mamadou Sakho ,Defender,22,5,30,30,67%,1,1,37,137,79,2,158,123,69,8,75,45,0,0,0,"1,243",56.50,0,0,0%,0,69,1,0,9,1,1,1,0,0,0,,,,,,,,,,,,,,,
607,Bakary Sako ,Midfielder,20,,,18,83%,,11,14,7,2,,68,58,93,20,8,18,,0,1,336,16.80,5,77,17%,0,15,1,0,13,8,2,0,1,1,1,0.10,0,0,34,15,44%,3,,,,,,,,
608,Martin Samuelsen ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
609,Alexis Sánchez ,Forward,30,,,47,,,36,24,6,3,,,,,,,,,,4,"1,434",47.80,13,64,,,,1,0,32,13,13,2,10,1,5,0.43,0,1,107,38,36%,11,,,,,,,,
610,Sandro ,Midfielder,12,,,10,70%,,0,13,12,3,,20,36,19,5,15,7,,0,0,138,11.50,0,3,67%,0,2,0,0,5,0,0,0,0,0,0,0.00,0,0,3,0,0%,0,,,,,,,,
611,Yaya Sanogo ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
612,Santi Cazorla ,Midfielder,15,,,28,82%,,6,26,15,7,,139,80,73,37,1,6,,0,3,"1,228",81.87,7,59,25%,16,53,2,1,13,2,0,0,0,0,0,0.00,0,0,24,8,33%,1,,,,,,,,
613,Jeffrey Schlupp ,Midfielder,24,,,46,78%,,9,31,21,9,,93,134,104,41,26,28,,0,2,461,19.21,2,45,22%,0,38,4,0,15,0,1,0,0,1,0,0.04,0,0,26,6,23%,1,,,,,,,,
614,Kasper Schmeichel ,Goalkeeper,38,15,36,,,,,,,,,,,,,,,0,0,0,"1,146",30.16,,,,,333,2,0,0,,0,,,,,,,,,,,,99,0,22,47,15,46,82,324
615,Morgan Schneiderlin ,Midfielder,29,,,71,70%,,4,74,48,21,,161,114,121,9,19,31,,0,0,"1,459",50.31,0,7,0%,1,100,3,0,52,0,1,0,1,0,0,0.03,0,0,11,1,9%,0,,,,,,,,
616,Mark Schwarzer ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
617,Bastian Schweinsteiger ,Midfielder,18,,,36,69%,,3,23,16,9,,106,81,88,13,16,22,,0,0,"1,067",59.28,0,7,29%,2,64,3,0,19,0,1,1,0,0,0,0.06,0,0,12,3,25%,1,,,,,,,,
618,Ryan Seager ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
619,Jerell Sellars ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
620,Philippe Senderos ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
621,Stéphane Sessegnon ,Midfielder,25,,,19,68%,,10,15,6,4,,114,135,144,55,9,28,,0,2,552,22.08,4,94,20%,5,10,1,0,17,2,2,0,2,0,0,0.08,0,0,31,10,32%,0,,,,,,,,
622,Xherdan Shaqiri ,Midfielder,27,,,19,58%,,6,12,3,2,,119,85,134,36,2,13,,0,6,639,23.67,10,170,22%,15,18,3,0,25,8,3,0,1,2,0,0.11,0,0,40,11,28%,3,,,,,,,,
623,Shaun MacDonald ,Midfielder,3,,,0,0%,,0,1,0,0,,2,0,0,0,0,0,,0,0,18,6.00,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
624,Luke Shaw ,Defender,5,3,3,9,100%,0,0,5,19,13,0,40,32,43,6,14,17,0,0,1,271,54.20,1,13,38%,1,13,1,0,8,1,0,0,0,0,0,,,,,,,,,,,,,,,
625,Ryan Shawcross ,Defender,20,7,26,43,81%,1,2,39,94,38,0,64,101,62,5,50,25,0,0,0,592,29.60,0,1,0%,0,38,2,1,18,3,0,0,0,0,0,,,,,,,,,,,,,,,
626,Ben Sheaf ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
627,Jonjo Shelvey ,Midfielder,31,,,37,76%,,20,45,25,11,,181,81,93,25,12,16,,0,5,"1,473",47.52,9,116,25%,11,167,8,0,21,1,1,0,1,0,2,0.03,1,0,56,16,29%,0,,,,,,,,
628,Oliver Shenton ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
629,Liam Shephard ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
630,Steve Sidwell ,Midfielder,1,,,4,75%,,0,0,0,0,,0,5,3,0,1,0,,0,0,6,6.00,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
631,Gylfi Sigurdsson ,Midfielder,36,,,42,74%,,32,27,15,4,,132,93,163,24,5,27,,0,3,"1,193",33.14,7,167,23%,13,22,6,0,26,4,11,1,9,1,3,0.31,3,2,88,32,36%,4,,,,,,,,
